Body Name,Body,Service Code,Organisational Unit,Expenditure Category,Expenditure Code,Date,Transaction Number,Net Amount ,Capital and Revenue,Supplier Name
Corby Borough Council,34UB,REGN,Planning Services,PREAPPLICATION ADVICE,4328,22/06/2012,V201526,"2,925.00 ",Revenue,MATRIX PLANNING LTD
Corby Borough Council,34UB,CUST,Customer First,COMPUTER SOFTWARE LEASE                 ,4461,01/06/2012,V198256,"2,544.82 ",Revenue,MAVEN SOLUTIONS
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,08/06/2012,V198277,198.66 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,15/06/2012,V198270,206.36 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,01/06/2012,V198276,275.66 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,15/06/2012,V198294,278.74 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,22/06/2012,V201252,335.72 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,22/06/2012,V201539,364.98 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,22/06/2012,V201538,409.64 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,15/06/2012,V198271,460.46 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,08/06/2012,V198278,462.00 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,22/06/2012,V201537,515.90 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,15/06/2012,V198269,586.74 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,08/06/2012,V198275,720.72 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,01/06/2012,V197909,734.58 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,NCC COMMERCIAL WASTE DISPOSAL COSTS     ,4356,28/06/2012,V202429,916.30 ,Revenue,MICK GEORGE LIMITED
Corby Borough Council,34UB,DOPS,Director of Operational Services,COMPUTER SOFTWARE LEASE                 ,4461,22/06/2012,V201928,"2,469.60 ",Revenue,MIDLAND SOFTWARE LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,OAKLEY VALE PHASE 1A AND 1B,2918,22/06/2012,V201908,"2,605.00 ",Revenue,MIDWEST LANDSCAPING LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,OAKLEY VALE PHASE 1A AND 1B,2918,22/06/2012,V201880,"5,724.80 ",Revenue,MIDWEST LANDSCAPING LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,OAKLEY VALE PHASE 1A AND 1B,2918,22/06/2012,V201907,"10,462.50 ",Revenue,MIDWEST LANDSCAPING LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198204,48.75 ,Revenue,MILTONS WALLPAPERS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198173,60.94 ,Revenue,MILTONS WALLPAPERS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202331,73.13 ,Revenue,MILTONS WALLPAPERS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202329,430.63 ,Capital,MILTONS WALLPAPERS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202332,568.75 ,Capital,MILTONS WALLPAPERS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONTRACTORS - DECORATING VOUCHERS       ,4610,22/06/2012,V201855,689.02 ,Revenue,MILTONS WALLPAPERS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,01/06/2012,V198171,889.69 ,Capital,MILTONS WALLPAPERS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONTRACTORS - DECORATING VOUCHERS       ,4610,28/06/2012,V202247,"1,417.01 ",Revenue,MILTONS WALLPAPERS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,01/06/2012,V198172,"1,503.13 ",Capital,MILTONS WALLPAPERS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V202063,"1,596.58 ",Capital,MILTONS WALLPAPERS LTD
Corby Borough Council,34UB,PROP,CB Property Services,CONTRACT SECURITY Svs,2524,22/06/2012,V202089,81.34 ,Revenue,MITIE SECURITY LIMITED
Corby Borough Council,34UB,PROP,CB Property Services,POLICY ADVICE - MAJOR APPLICATIONS,4854,08/06/2012,V201174,133.63 ,Revenue,MITIE SECURITY LIMITED
Corby Borough Council,34UB,PROP,CB Property Services,CONTRACT SECURITY Svs,2524,22/06/2012,V202088,255.64 ,Revenue,MITIE SECURITY LIMITED
Corby Borough Council,34UB,PROP,CB Property Services,CONTRACT SECURITY Svs,2524,28/06/2012,V202584,511.28 ,Revenue,MITIE SECURITY LIMITED
Corby Borough Council,34UB,PROP,CB Property Services,CONTRACT SECURITY Svs,2524,15/06/2012,V201610,"11,329.50 ",Revenue,MITIE SECURITY LIMITED
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,28/06/2012,V202457,45.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201990,65.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,08/06/2012,V201326,90.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,08/06/2012,V201325,90.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,28/06/2012,V202455,95.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201989,170.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,28/06/2012,V202453,195.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,22/06/2012,V201991,220.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,28/06/2012,V202454,250.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,28/06/2012,V202456,265.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,CUST,Customer First,CONSTRUCTION                            ,5432,15/06/2012,V201646,330.00 ,Capital,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,08/06/2012,V201324,350.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,22/06/2012,V202079,460.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,22/06/2012,V201923,590.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,28/06/2012,V202519,680.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,08/06/2012,V201275,680.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,08/06/2012,V201291,720.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,15/06/2012,V201657,735.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,28/06/2012,V202518,880.00 ,Revenue,MOORES ELECTRICAL SERVICES
Corby Borough Council,34UB,FINS,Financial Services,GENERAL FEES - CAPITAL CONTRACTS,5404,01/06/2012,V197624,"3,076.68 ",Capital,MOUCHEL LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,PARTNERSHIP SUPPORT,4752,15/06/2012,V201698,960.00 ,Revenue,MRS L C LUCK
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201684,1.62 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201683,3.08 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201075,5.04 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201078,5.18 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201074,7.34 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V197935,8.74 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201073,8.86 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201687,11.85 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202150,13.80 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201686,15.09 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201076,36.62 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201685,40.82 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201079,90.52 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201077,145.92 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201345,157.05 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201360,185.65 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202657,274.71 ,Revenue,NATIONAL PLASTICS
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GRANT PAYMENT                           ,4606,01/06/2012,V198403,741.20 ,Revenue,NCC ST PATRICK`S RC  PRIMARY SCHOOL
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,28/06/2012,V202513,25.00 ,Revenue,NEW FLAME
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,08/06/2012,V201256,"1,714.94 ",Revenue,NEW FLAME
Corby Borough Council,34UB,FINS,Financial Services,COMPUTER SOFTWARE LEASE                 ,4461,01/06/2012,V198242,675.00 ,Revenue,NORTHGATE INFORMATION SOLUTIONS (UK) LTD
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,15/06/2012,V201587,15.36 ,Revenue,NPOWER LTD
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,15/06/2012,V201608,"1,675.85 ",Revenue,NPOWER LTD
Corby Borough Council,34UB,FINS,Financial Services,ELECTRICITY METERED USAGE               ,2101,15/06/2012,V198096,"1,946.63 ",Revenue,NPOWER LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,ELECTRICITY METERED USAGE               ,2101,15/06/2012,V201434,"2,431.74 ",Revenue,NPOWER LTD
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,15/06/2012,V201609,"2,886.49 ",Revenue,NPOWER LTD
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,22/06/2012,V201607,"6,197.37 ",Revenue,NPOWER LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,28/06/2012,V202581,590.16 ,Revenue,OAKEY DOKEY CHILDCARE LTD
Corby Borough Council,34UB,DOPS,Director of Operational Services,CONSTRUCTION                            ,5432,28/06/2012,V202572,"5,409.60 ",Capital,OAKTREE SECURITY SERVICES
Corby Borough Council,34UB,DOPS,Director of Operational Services,CONSTRUCTION                            ,5432,28/06/2012,V202535,"5,488.00 ",Capital,OAKTREE SECURITY SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,HEATING R&M                      ,2000,15/06/2012,V201596,"37,068.62 ",Revenue,P H JONES
Corby Borough Council,34UB,ENVQ,Environmental Services,HIGHWAYS & DRAINAGE WORKS,2031,28/06/2012,V202243,"33,175.14 ",Revenue,PHOENIX  SURFACING LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT RENTAL                        ,4030,15/06/2012,V201652,"2,428.30 ",Revenue,PHS GROUP LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,REFRESHMENTS PURCHASE ,4100,01/06/2012,V201105,51.23 ,Revenue,PILGRIM FOODSERVICE LIMITED
Corby Borough Council,34UB,CULT,Culture & Leisure Services,REFRESHMENTS PURCHASE ,4100,01/06/2012,V197944,78.56 ,Revenue,PILGRIM FOODSERVICE LIMITED
Corby Borough Council,34UB,CULT,Culture & Leisure Services,REFRESHMENTS PURCHASE ,4100,08/06/2012,V201094,231.15 ,Revenue,PILGRIM FOODSERVICE LIMITED
Corby Borough Council,34UB,CULT,Culture & Leisure Services,REFRESHMENTS PURCHASE ,4100,28/06/2012,V202633,619.13 ,Revenue,PILGRIM FOODSERVICE LIMITED
Corby Borough Council,34UB,CULT,Culture & Leisure Services,REFRESHMENTS PURCHASE ,4100,15/06/2012,V201354,643.31 ,Revenue,PILGRIM FOODSERVICE LIMITED
Corby Borough Council,34UB,CULT,Culture & Leisure Services,REFRESHMENTS PURCHASE ,4100,28/06/2012,V202632,716.70 ,Revenue,PILGRIM FOODSERVICE LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,15/06/2012,V201637,90.00 ,Revenue,PMG ELECTRICAL SERVICES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,15/06/2012,V201635,90.00 ,Revenue,PMG ELECTRICAL SERVICES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,22/06/2012,V201823,90.00 ,Revenue,PMG ELECTRICAL SERVICES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,22/06/2012,V201824,90.00 ,Revenue,PMG ELECTRICAL SERVICES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,22/06/2012,V201821,90.00 ,Revenue,PMG ELECTRICAL SERVICES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,22/06/2012,V201822,90.00 ,Revenue,PMG ELECTRICAL SERVICES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,15/06/2012,V201638,90.00 ,Revenue,PMG ELECTRICAL SERVICES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,15/06/2012,V201636,"2,289.00 ",Revenue,PMG ELECTRICAL SERVICES LTD
Corby Borough Council,34UB,FINS,Financial Services,POSTAGES GENERAL                        ,4400,28/06/2012,V202656,"1,044.45 ",Revenue,PURCHASE POWER
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V201940,"3,778.99 ",Capital,QUADRANT SECURITY GROUP
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V201941,"5,000.00 ",Capital,QUADRANT SECURITY GROUP
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V202073,"6,116.00 ",Capital,QUADRANT SECURITY GROUP
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,EQUIPMENT REPAIR/MAINTENANCE            ,4020,01/06/2012,V198194,"6,598.25 ",Revenue,QUADRANT SECURITY GROUP
Corby Borough Council,34UB,ENVQ,Environmental Services,ENVIRONMENTAL EDUCATION                 ,4732,15/06/2012,V201534,885.00 ,Revenue,QUANTUM PRINT SERVICES LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201692,28.31 ,Revenue,QUANTUM WINDOWS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V201082,42.00 ,Revenue,QUANTUM WINDOWS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V201112,62.00 ,Revenue,QUANTUM WINDOWS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202593,76.71 ,Revenue,QUANTUM WINDOWS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201691,86.74 ,Revenue,QUANTUM WINDOWS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202595,116.51 ,Revenue,QUANTUM WINDOWS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202594,117.24 ,Revenue,QUANTUM WINDOWS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V201081,144.37 ,Revenue,QUANTUM WINDOWS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V201080,202.00 ,Revenue,QUANTUM WINDOWS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201693,225.64 ,Revenue,QUANTUM WINDOWS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202596,276.12 ,Revenue,QUANTUM WINDOWS LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GRANTS GENERAL                          ,4600,01/06/2012,V198381,942.00 ,Revenue,QUICK MOVE LETTINGS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,01/06/2012,V197489,112.50 ,Revenue,R F BLOUNT
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,15/06/2012,V201584,131.25 ,Capital,R F BLOUNT
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,22/06/2012,V201583,587.58 ,Capital,R F BLOUNT
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201949,"1,008.00 ",Revenue,R F BLOUNT
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,22/06/2012,V202134,526.00 ,Revenue,R MCCALL AND SON
Corby Borough Council,34UB,ENVQ,Environmental Services,STREET NAME PLATES                ,4003,15/06/2012,V201644,125.00 ,Revenue,R W RUTT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,22/06/2012,V201861,320.00 ,Revenue,R W RUTT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,08/06/2012,V201225,435.00 ,Revenue,R W RUTT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,15/06/2012,V201486,795.00 ,Revenue,R W RUTT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,SKIP HIRE                     ,4345,22/06/2012,V201834,130.00 ,Revenue,RAYBELL & SONS SKIP HIRE & RECYCLING LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,SKIP HIRE                     ,4345,22/06/2012,V201833,130.00 ,Revenue,RAYBELL & SONS SKIP HIRE & RECYCLING LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,SKIP HIRE                     ,4345,28/06/2012,V202335,130.00 ,Revenue,RAYBELL & SONS SKIP HIRE & RECYCLING LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,SKIP HIRE                     ,4345,01/06/2012,V197660,130.00 ,Revenue,RAYBELL & SONS SKIP HIRE & RECYCLING LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,SKIP HIRE                     ,4345,08/06/2012,V198185,130.00 ,Revenue,RAYBELL & SONS SKIP HIRE & RECYCLING LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,SKIP HIRE                     ,4345,08/06/2012,V198187,130.00 ,Revenue,RAYBELL & SONS SKIP HIRE & RECYCLING LTD
