Body Name,Body,Service Code,Organisational Unit,Expenditure Category,Expenditure Code,Date,Transaction Number,Net Amount ,Capital and Revenue,Supplier Name
Corby Borough Council,34UB,ENVQ,Environmental Services,CONSULTANTS                             ,4320,15/06/2012,V201533,"4,500.00 ",Revenue,20/20 CONSULTANCY SERVICES LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,TRAINING - OFFICERS                     ,1120,08/06/2012,V201202,"3,334.00 ",Revenue,4SEE SAFETY
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,30/06/2012,V202824,"43,574.38 ",Capital,A AINGE & SONS
Corby Borough Council,34UB,FINS,Financial Services,RETENTION                               ,5420,01/06/2012,V198121,"60,493.23 ",Capital,A AINGE & SONS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,01/06/2012,V198059,"4,956.00 ",Revenue,AA BUSINESS SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CIVIC ENTERTAINING                      ,4537,28/06/2012,V202495,520.00 ,Revenue,AA MEDIA
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,28/06/2012,V202514,31.99 ,Revenue,AA SECURITY
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,15/06/2012,V201550,76.45 ,Revenue,AA SECURITY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,22/06/2012,V201921,146.16 ,Revenue,AA SECURITY
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,15/06/2012,V201551,157.50 ,Revenue,AA SECURITY
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,15/06/2012,V201552,239.04 ,Revenue,AA SECURITY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,22/06/2012,V202041,241.34 ,Revenue,AA SECURITY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,22/06/2012,V201920,248.50 ,Revenue,AA SECURITY
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,15/06/2012,V201549,309.97 ,Revenue,AA SECURITY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,01/06/2012,V197776,316.34 ,Revenue,AA SECURITY
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,08/06/2012,V201270,"2,587.00 ",Revenue,ACRABUILD (ANGLIA) LTD
Corby Borough Council,34UB,CUST,Customer First,COMPUTER SOFTWARE LEASE                 ,4461,28/06/2012,V201647,"6,962.40 ",Revenue,ADELANTE SOFTWARE LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GRANT PAYMENT                           ,4606,01/06/2012,V198386,"2,000.00 ",Revenue,ADRENALINE  ALLEY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,22/06/2012,V201545,409.77 ,Revenue,ADT FIRE & SECURITY PLC
Corby Borough Council,34UB,FINS,Financial Services,GENERAL R&M,2080,15/06/2012,V198291,841.57 ,Revenue,ADT FIRE & SECURITY PLC
Corby Borough Council,34UB,CULT,Culture & Leisure Services,MARKETING                               ,4711,30/06/2012,V202720,0.00 ,Revenue,ALLIANCE LEISURE SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,MARKETING                               ,4711,28/06/2012,V202571,"3,543.84 ",Revenue,ALLIANCE LEISURE SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,22/06/2012,V202166,542.82 ,Revenue,ALLSTAR BUSINESS SOLUTIONS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,01/06/2012,V201104,567.66 ,Revenue,ALLSTAR BUSINESS SOLUTIONS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,15/06/2012,V201708,646.65 ,Revenue,ALLSTAR BUSINESS SOLUTIONS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,28/06/2012,V202649,704.63 ,Revenue,ALLSTAR BUSINESS SOLUTIONS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,28/06/2012,V202648,"1,070.90 ",Revenue,ALLSTAR BUSINESS SOLUTIONS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,08/06/2012,V201209,117.76 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,08/06/2012,V201206,117.76 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,15/06/2012,V201481,176.64 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,15/06/2012,V201483,176.64 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,08/06/2012,V201205,176.64 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,08/06/2012,V201207,176.64 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,08/06/2012,V201208,176.64 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,08/06/2012,V201212,176.64 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,15/06/2012,V201485,176.64 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,15/06/2012,V201484,176.64 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,08/06/2012,V201204,176.64 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,08/06/2012,V201203,176.64 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,15/06/2012,V201482,206.08 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,08/06/2012,V201210,206.08 ,Revenue,AMB HYGIENE
Corby Borough Council,34UB,FINS,Financial Services,OTHER THIRD PARTY PAYMENTS,5500,08/06/2012,V201243,"12,083.00 ",Revenue,ANGLE TECHNOLOGY LIMITED
Corby Borough Council,34UB,PROP,CB Property Services,WATER METERED USAGE                     ,2401,15/06/2012,V201672,74.82 ,Revenue,ANGLIAN WATER
Corby Borough Council,34UB,PROP,CB Property Services,WATER METERED USAGE                     ,2401,15/06/2012,V201671,451.84 ,Revenue,ANGLIAN WATER
Corby Borough Council,34UB,PROP,CB Property Services,WATER METERED USAGE                     ,2401,08/06/2012,V201356,636.64 ,Revenue,ANGLIAN WATER
Corby Borough Council,34UB,PROP,CB Property Services,WATER METERED USAGE                     ,2401,15/06/2012,V201673,872.77 ,Revenue,ANGLIAN WATER
Corby Borough Council,34UB,PROP,CB Property Services,WATER METERED USAGE                     ,2401,22/06/2012,V202149,"1,736.18 ",Revenue,ANGLIAN WATER
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,WATER METERED USAGE                     ,2401,01/06/2012,V198639,"3,168.42 ",Revenue,ANGLIAN WATER
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,WATER STAND CHGE (UNMETERED)            ,2402,01/06/2012,V199110,0.28 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,WATER STAND CHGE (UNMETERED)            ,2402,01/06/2012,V198955,28.10 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,WATER STAND CHGE (UNMETERED)            ,2402,01/06/2012,V199016,34.24 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,WATER STAND CHGE (UNMETERED)            ,2402,01/06/2012,V199158,47.13 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,WATER STAND CHGE (UNMETERED)            ,2402,01/06/2012,V199050,53.50 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,WATER METERED USAGE                     ,2401,01/06/2012,V199355,69.24 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,WATER STANDING CHARGE (METERED)         ,2400,22/06/2012,V201682,86.48 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,ENVQ,Environmental Services,LICENCES                                ,4032,28/06/2012,V202425,104.88 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,WATER STANDING CHARGE (METERED)         ,2400,22/06/2012,V201681,105.54 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,WATER METERED USAGE                     ,2401,01/06/2012,V198915,142.72 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,WATER STAND CHGE (UNMETERED)            ,2402,22/06/2012,V201680,157.43 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,WATER METERED USAGE                     ,2401,28/06/2012,V202588,178.22 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,WATER METERED USAGE                     ,2401,01/06/2012,V199388,550.72 ,Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,WATER METERED USAGE                     ,2401,01/06/2012,V199201,"2,288.35 ",Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,WATER METERED USAGE                     ,2401,22/06/2012,V202023,"2,391.79 ",Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,WATER METERED USAGE                     ,2401,01/06/2012,V198130,"3,312.14 ",Revenue,ANGLIAN WATER SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201946,40.00 ,Revenue,APEX GLASS
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201947,140.00 ,Revenue,APEX GLASS
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,22/06/2012,V201948,594.00 ,Capital,APEX GLASS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202563,"179,674.65 ",Capital,APOLLO PROPERTY SERVICES GROUP LIMITED
Corby Borough Council,34UB,CULT,Culture & Leisure Services,THEMED GRANTS                           ,4604,22/06/2012,V202105,700.00 ,Revenue,APOYO TRAINING AND CONSULTANCY
Corby Borough Council,34UB,FINS,Financial Services,CONSULTANTS                             ,4320,22/06/2012,V202140,"1,300.00 ",Revenue,ARLINGCLOSE LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PERIODICALS ANNUAL SUBS                 ,4241,22/06/2012,V201942,"2,000.00 ",Revenue,ASSOC  OF RETAINED COUNCIL HOUSING
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,EQUIPMENT REPAIR/MAINTENANCE            ,4020,01/06/2012,V198299,"1,292.50 ",Revenue,ASTON & SMITH MORTGAGE SERVICES LTD
Corby Borough Council,34UB,FINS,Financial Services,RAIL WARRANTS - OFFICERS          ,3300,30/06/2012,V202687,988.50 ,Revenue,ATOC RAIL TRAVEL WARRANT
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,15/06/2012,V201480,88.00 ,Revenue,AUTOGAS NETWORKS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,28/06/2012,V202321,220.00 ,Revenue,AUTOGAS NETWORKS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,15/06/2012,V201695,"1,920.00 ",Revenue,AUTOGAS NETWORKS
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GROUNDS MAINTENANCE SERVICES            ,2900,28/06/2012,V202452,519.11 ,Revenue,AV IRRIGATION LIMITED
Corby Borough Council,34UB,PROP,CB Property Services,CONSULTANTS                             ,4320,15/06/2012,V201569,760.00 ,Revenue,BARNES NOBLE EDWARDS
Corby Borough Council,34UB,DOPS,Director of Operational Services,CONSTRUCTION                            ,5432,30/06/2012,V202722,"13,431.74 ",Capital,BELA PARTNERSHIP LIMITED
Corby Borough Council,34UB,FINS,Financial Services,CONSTRUCTION                            ,5432,30/06/2012,V202718,"20,378.36 ",Capital,BELA PARTNERSHIP LIMITED
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,30/06/2012,V202723,"175,589.83 ",Capital,BELA PARTNERSHIP LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,15/06/2012,V201412,964.30 ,Revenue,BENN SECURITY SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CLEANING CONTRACT COSTS                 ,2600,01/06/2012,V198319,"1,250.00 ",Revenue,BONASYSTEMS EUROPE LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,REFRESHMENTS PURCHASE ,4100,15/06/2012,V201702,602.46 ,Revenue,BRAKE BROS
Corby Borough Council,34UB,CULT,Culture & Leisure Services,VENDING PURCHASES                       ,4120,01/06/2012,V201108,113.06 ,Revenue,BRAKES GROCERY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,REFRESHMENTS PURCHASE ,4100,15/06/2012,V201362,120.58 ,Revenue,BRAKES GROCERY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,VENDING PURCHASES                       ,4120,08/06/2012,V201107,173.64 ,Revenue,BRAKES GROCERY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,VENDING PURCHASES                       ,4120,22/06/2012,V201715,177.88 ,Revenue,BRAKES GROCERY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,REFRESHMENTS PURCHASE ,4100,15/06/2012,V201359,203.89 ,Revenue,BRAKES GROCERY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,REFRESHMENTS PURCHASE ,4100,01/06/2012,V197952,205.52 ,Revenue,BRAKES GROCERY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,REFRESHMENTS PURCHASE ,4100,08/06/2012,V201106,239.44 ,Revenue,BRAKES GROCERY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,REFRESHMENTS PURCHASE ,4100,28/06/2012,V202658,500.72 ,Revenue,BRAKES GROCERY
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,15/06/2012,V201674,117.48 ,Revenue,BRITISH GAS BUSINESS
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,15/06/2012,V201675,125.83 ,Revenue,BRITISH GAS BUSINESS
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,22/06/2012,V202092,591.00 ,Revenue,BRITISH GAS BUSINESS
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GAS METERED USAGE                       ,2111,15/06/2012,V201543,"4,049.98 ",Revenue,BRITISH GAS BUSINESS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,TRAINING - OFFICERS                     ,1120,28/06/2012,V202401,"2,890.00 ",Revenue,BROWNS OF ENDERBY LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,GENERAL R&M,2080,01/06/2012,V198126,356.50 ,Revenue,BROXAP LIMITED
Corby Borough Council,34UB,ENVQ,Environmental Services,LITTER BINS - SUPPLY AND FITTING,4004,15/06/2012,V201423,"7,324.90 ",Revenue,BROXAP LIMITED
Corby Borough Council,34UB,FINS,Financial Services,GRANTS GENERAL                          ,4600,22/06/2012,V202055,80.00 ,Revenue,C & D CATERING
Corby Borough Council,34UB,FINS,Financial Services,CATERING COSTS,4101,15/06/2012,V201525,500.80 ,Revenue,C & D CATERING
Corby Borough Council,34UB,FINS,Financial Services,INTERNET SUBS                           ,4465,01/06/2012,V198125,999.00 ,Revenue,CABLE & WIRELESS
Corby Borough Council,34UB,DOPS,Director of Operational Services,CONSULTANTS                             ,4320,22/06/2012,V201925,"2,050.00 ",Revenue,CAMLAND DEVELOPMENTS  LTD
Corby Borough Council,34UB,PROP,CB Property Services,CONSULTANTS                             ,4320,15/06/2012,V201570,"3,520.00 ",Capital,CAMLAND DEVELOPMENTS  LTD
Corby Borough Council,34UB,CEXE,Chief Executive,PHOTOCOPIER RENTAL               ,4220,22/06/2012,V202052,158.47 ,Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,CEXE,Chief Executive,PHOTOCOPIER RENTAL               ,4220,22/06/2012,V202083,180.22 ,Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,CEXE,Chief Executive,COMPUTER CONSUMABLES                    ,4470,01/06/2012,V197787,298.40 ,Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,CEXE,Chief Executive,PHOTOCOPIER RENTAL               ,4220,22/06/2012,V202053,308.05 ,Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,DOPS,Director of Operational Services,COMPUTER CONSUMABLES                    ,4470,28/06/2012,V202533,309.85 ,Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PHOTOCOPIER RENTAL               ,4220,01/06/2012,V197761,310.50 ,Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,STATIONERY DIRECT PURCHASE              ,4210,01/06/2012,V197615,316.81 ,Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,CUST,Customer First,PHOTOCOPIER RENTAL               ,4220,22/06/2012,V201943,392.43 ,Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,STATIONERY DIRECT PURCHASE              ,4210,28/06/2012,V202551,478.08 ,Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,CUST,Customer First,PHOTOCOPIER RENTAL               ,4220,01/06/2012,V197838,626.91 ,Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,CEXE,Chief Executive,PHOTOCOPIER RENTAL               ,4220,22/06/2012,V202082,712.17 ,Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PHOTOCOPIER RENTAL               ,4220,22/06/2012,V201504,"1,222.92 ",Revenue,CANON (UK) LIMITED
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,28/06/2012,V202516,"2,125.00 ",Capital,CARPET GALLERY
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,22/06/2012,V202006,"2,187.50 ",Capital,CARPET GALLERY
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,08/06/2012,V201294,"2,187.50 ",Capital,CARPET GALLERY
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,08/06/2012,V201295,"2,366.67 ",Capital,CARPET GALLERY
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,22/06/2012,V202005,"2,366.67 ",Capital,CARPET GALLERY
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,EQUIPMENT REPAIR/MAINTENANCE            ,4020,01/06/2012,V198307,"2,843.50 ",Revenue,CHUBB INTEGRATED TECHNOLOGIES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GRANTS GENERAL                          ,4600,08/06/2012,V201320,"16,182.50 ",Revenue,CITIZEN ADVICE SERICES CORBY & KETTERING
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,01/06/2012,V198149,20.20 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,15/06/2012,V201648,29.70 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,15/06/2012,V201649,52.50 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MISCELLANEOUS EXPS                      ,4540,28/06/2012,V202328,59.00 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,22/06/2012,V202142,87.36 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,22/06/2012,V202141,207.19 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202566,250.16 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198093,453.40 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198335,692.08 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,01/06/2012,V198060,825.43 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202567,914.95 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,01/06/2012,V198468,944.00 ,Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V202568,"1,678.79 ",Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,PROP,CB Property Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201190,"1,821.18 ",Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201786,"2,423.45 ",Revenue,CITY ELECTRICAL FACTORS LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,CONSTRUCTION                            ,5432,28/06/2012,V202241,"4,995.00 ",Capital,COLSON & LOARING
Corby Borough Council,34UB,FINS,Financial Services,GENERAL R&M,2080,28/06/2012,V202573,60.00 ,Revenue,COMBINED ENERGY SOLUTIONS
Corby Borough Council,34UB,FINS,Financial Services,GENERAL R&M,2080,01/06/2012,V198209,"1,796.25 ",Revenue,COMBINED ENERGY SOLUTIONS
Corby Borough Council,34UB,ENVQ,Environmental Services,WELFARE FUNERALS,4745,28/06/2012,V202424,"1,388.00 ",Revenue,CO-OPERATIVE FUNERAL SERVICE
Corby Borough Council,34UB,ENVQ,Environmental Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202613,"6,258.00 ",Capital,CORAL PRODUCTS LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202614,"6,258.00 ",Capital,CORAL PRODUCTS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GRANT PAYMENT                           ,4606,01/06/2012,V198404,"4,839.60 ",Revenue,CORBY BUSINESS ACADEMY
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CIVIC ENTERTAINING                      ,4537,28/06/2012,V202447,"1,057.88 ",Revenue,CORBY COMMUNITY ARTS ASSOCIATION LTD
Corby Borough Council,34UB,PROP,CB Property Services,MISCELLANEOUS EXPS                      ,4540,28/06/2012,V202580,"13,500.00 ",Revenue,CORBY CONSERVATIVE CLUB LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,28/06/2012,V202524,50.00 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,FLY TIPPING             ,4357,28/06/2012,V202547,55.00 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,GENERAL R&M,2080,22/06/2012,V202125,73.36 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,08/06/2012,V201293,90.00 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,22/06/2012,V201922,90.00 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,28/06/2012,V202460,120.00 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,28/06/2012,V202525,135.00 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CIVIC ENTERTAINING                      ,4537,22/06/2012,V202044,242.50 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V202004,315.00 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,28/06/2012,V202488,318.00 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,28/06/2012,V202526,408.50 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,28/06/2012,V202458,475.00 ,Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,08/06/2012,V201292,"1,348.00 ",Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V202020,"1,620.00 ",Revenue,CORBY ENVIRONMENTAL  LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GRANTS GENERAL                          ,4600,08/06/2012,V201321,"3,187.50 ",Revenue,CORBY HIGHLAND GATHERING COMMITTEE
Corby Borough Council,34UB,PROP,CB Property Services,GRANTS GENERAL                          ,4600,15/06/2012,V201571,"9,042.78 ",Revenue,CORBY VCS LTD
Corby Borough Council,34UB,HRES,Human Resources,CRIMINAL RECORDS BUREAU                 ,4734,28/06/2012,V202536,762.00 ,Revenue,CRIMINAL RECORDS BUREAU
